Name Surname HW1 HW2 HW3 HW4 HW5 HW6 HW7 Exam
Name855 Surname1 1.65529 7.20607 9.83549 1.77407 3.49784 5.16817 4.01551 3.28317
Name856 Surname2 4.85863 7.39035 4.63827 3.38586 9.28211 3.59561 5.83139 1.17509
Name857 Surname1 2.15579 9.63192 6.67046 4.72834 9.12331 2.74896 5.21384 3.42563
Name858 Surname2 6.20556 3.13781 8.27811 9.105 1.99232 9.94641 2.56423 2.00645
Name859 Surname1 8.3185 2.8046 5.31495 8.19925 2.23817 1.02535 2.71495 8.84762
Name860 Surname2 9.35905 6.38518 2.13197 4.76404 1.64473 1.86638 6.98974 5.78195
Name861 Surname1 9.12314 9.18514 4.03478 3.94003 8.16562 9.24088 8.99198 1.71702
Name862 Surname2 1.11375 2.42942 2.02051 3.37908 1.9619 2.83122 5.54694 2.75466
Name863 Surname1 4.57699 9.19807 4.51861 8.61971 2.30705 7.75029 1.41326 8.82885
Name864 Surname2 2.90653 9.61548 7.89196 5.82979 7.97854 6.1632 3.91889 2.14494
Name865 Surname1 5.10725 6.52356 9.44343 6.43327 3.89328 3.84328 3.04236 9.56334
Name866 Surname2 3.44413 5.71883 8.78538 9.53994 2.86934 4.20951 9.02394 9.53778
Name867 Surname1 3.68318 7.00358 5.05571 7.69468 2.54295 8.99659 1.4168 2.04673
Name868 Surname2 5.07616 4.19681 6.66277 7.67813 4.89972 5.86911 5.52601 9.52205
Name869 Surname1 7.32046 4.00636 4.8821 4.57217 5.99084 8.85645 4.0574 8.4381
Name870 Surname2 9.01785 8.40918 6.10037 9.72318 5.42318 2.20579 4.87431 9.51378
Name871 Surname1 3.1269 4.18305 1.18636 2.5598 3.70954 1.91595 2.22035 1.9207
Name872 Surname2 8.32718 1.30618 5.17596 4.76818 7.15997 9.04355 6.3805 4.47246
Name873 Surname1 5.86876 5.1137 2.86791 7.65722 1.62796 4.2987 9.13795 1.6543
Name874 Surname2 5.01458 4.22911 5.61569 3.13304 5.06721 8.12895 8.69213 5.6828
Name875 Surname1 1.69331 1.51182 3.55654 2.69006 5.50931 9.4874 1.19219 6.31315
Name876 Surname2 9.30666 2.73871 2.46372 4.1695 6.37616 3.00221 7.38372 2.66607
Name877 Surname1 1.66841 5.3043 2.60538 7.75334 4.01718 6.64643 6.7169 2.43367
Name878 Surname2 3.16965 3.01812 6.31193 7.14165 4.52892 5.01412 9.89599 2.20063
Name879 Surname1 1.1375 9.48401 9.67148 4.90145 8.97807 6.99458 4.11883 6.55305
Name880 Surname2 7.51591 8.20967 8.41077 3.92415 7.23354 4.3672 3.16382 3.8546
Name881 Surname1 5.1296 8.00856 1.62198 3.32538 4.49856 8.29436 9.928 3.95615
Name882 Surname2 7.85377 7.69045 7.59799 6.63221 9.5221 1.77639 5.75855 1.04277
Name883 Surname1 8.50686 8.66339 8.35819 5.81692 1.82342 6.31535 8.94653 5.24517
Name884 Surname2 8.7344 4.60802 3.09429 4.84045 6.05443 8.00258 9.97546 9.79839
Name885 Surname1 1.25718 3.48809 9.92099 1.67188 5.36882 8.35495 3.49034 6.32283
Name886 Surname2 2.44514 6.30766 6.31279 4.12186 2.58336 8.31684 5.52555 2.60636
Name887 Surname1 7.58941 5.00232 3.86284 8.83027 8.40056 6.96354 7.62512 3.2466
Name888 Surname2 3.21141 4.43704 6.13066 3.78537 6.05678 9.18314 2.03651 1.5713
Name889 Surname1 1.04902 3.54696 5.03185 9.62711 2.50636 1.76862 3.70308 2.61348
Name890 Surname2 1.55799 4.09638 3.5721 5.30389 2.07025 8.93462 5.18214 4.15172
Name891 Surname1 4.0953 7.93492 4.76801 9.50129 6.07718 5.25435 1.63825 2.67269
Name892 Surname2 8.6591 7.87501 3.49041 7.02274 7.63634 3.30723 5.27047 2.12555
Name893 Surname1 7.74769 8.36853 1.4348 6.58036 5.89981 6.11396 6.74152 6.89987
Name894 Surname2 8.33634 4.84176 5.98432 5.34493 2.15217 3.07798 1.89397 6.48325
Name895 Surname1 2.96084 5.95022 8.66958 9.9033 5.09757 1.72728 9.57167 2.90921
Name896 Surname2 5.44281 2.37092 1.7155 6.04844 8.51318 3.69851 5.20125 4.05142
Name897 Surname1 2.08204 9.05524 3.11531 9.79327 5.38027 8.94901 6.3654 3.8917
Name898 Surname2 7.41008 6.234 1.50906 4.63381 3.68084 4.10254 9.83195 9.32237
Name899 Surname1 3.70483 6.94059 9.66085 4.93257 2.38475 2.45631 2.78403 4.97611
Name900 Surname2 9.45021 6.38705 1.18107 2.39321 8.35762 4.54901 2.50136 6.78583
Name901 Surname1 3.68088 8.61422 2.89581 1.64048 3.71315 5.48257 5.06207 7.99275
Name902 Surname2 9.21942 2.87844 3.30839 4.47059 2.41752 3.88199 4.66082 6.74924
Name903 Surname1 1.78053 3.04284 4.33305 7.95421 5.5337 2.22237 5.12629 3.54668
Name904 Surname2 9.99957 7.86516 7.6 5.40623 8.45317 7.61186 4.51402 5.11003
Name905 Surname1 1.99865 9.53586 5.12528 2.24202 6.45565 9.8309 6.16298 7.40893
Name906 Surname2 2.1501 9.19979 8.4499 6.04924 2.66968 9.66452 9.25183 8.15864
Name907 Surname1 8.77862 1.12434 6.31409 2.54832 9.83878 1.19894 8.36589 3.53039
Name908 Surname2 9.00179 5.09601 7.15479 2.28438 2.74628 5.24278 4.52729 6.44581
Name909 Surname1 2.67264 1.9784 3.91576 4.52035 5.92621 8.24155 4.36591 2.4517
Name910 Surname2 7.06276 5.44223 8.70603 6.78435 8.73861 6.35039 4.23648 8.98072
Name911 Surname1 3.18258 6.70788 6.81135 9.15881 3.13605 3.52771 7.30399 7.47148
Name912 Surname2 4.89591 2.57106 4.01248 3.83105 5.25504 9.12273 6.45156 9.81053
Name913 Surname1 4.9235 2.02854 3.36596 6.71417 9.38491 7.23724 5.96543 5.75322
Name914 Surname2 1.65299 8.22935 7.96014 8.33525 6.86245 2.78942 6.93078 2.06455
Name915 Surname1 1.06895 5.42448 3.87761 8.52962 2.22726 2.46442 6.63873 1.9509
Name916 Surname2 3.80581 4.09846 7.91307 4.7339 5.78281 7.21805 1.89948 5.85259
Name917 Surname1 8.07021 2.10745 6.6574 2.51693 7.43482 6.94758 5.27691 7.38051
Name918 Surname2 3.13755 1.85006 2.46273 8.82656 8.31049 6.09828 5.46391 9.91301
Name919 Surname1 7.47168 7.51448 5.03107 6.32091 7.71385 9.63034 7.91994 4.82298
Name920 Surname2 2.88502 8.20973 1.32343 2.41868 4.68405 7.51704 6.21 6.8585
Name921 Surname1 6.93676 9.57849 7.08425 6.07269 1.9414 4.0672 6.85736 2.1763
Name922 Surname2 1.19703 8.58401 8.51312 9.45095 3.58505 6.41012 9.20069 5.81159
Name923 Surname1 7.89189 3.89891 8.3772 5.26577 1.39151 3.33391 4.964 6.65754
Name924 Surname2 3.33615 9.91245 2.64103 9.66605 2.3924 1.42936 4.07935 3.94684
Name925 Surname1 3.47076 6.08065 9.61477 6.28087 8.18269 7.51011 8.53082 4.7527
Name926 Surname2 4.83483 1.57796 7.75934 4.55048 3.82509 6.9037 6.81928 5.64437
Name927 Surname1 8.1018 7.6003 7.74507 9.95315 1.26698 3.21148 4.48172 9.89843
Name928 Surname2 6.25529 5.08849 4.44523 7.64589 4.8545 8.51495 2.36257 9.00406
Name929 Surname1 7.91414 7.56503 7.73897 2.72299 3.99225 1.02593 8.44756 8.63733
Name930 Surname2 6.07704 3.43029 3.1782 8.73391 7.24309 3.37004 8.37028 3.69981
Name931 Surname1 7.82996 4.7251 9.62582 1.67522 7.3323 3.88999 5.8376 5.88234
Name932 Surname2 6.65204 7.66757 7.5582 2.80372 3.27898 3.12138 6.89182 4.74347
Name933 Surname1 8.74379 7.93914 1.28508 9.56023 7.59328 4.21337 2.36219 5.93903
Name934 Surname2 9.79018 3.04295 7.29038 2.47009 5.63774 3.20949 4.34707 7.51867
Name935 Surname1 4.97456 7.41993 9.3033 6.45708 2.33416 5.8256 1.02145 3.93944
Name936 Surname2 7.36229 5.52654 9.7346 4.58474 1.78498 7.225 8.04382 5.94714
Name937 Surname1 5.45047 7.06332 8.111 1.25781 1.63032 5.41841 2.65964 7.37447
Name938 Surname2 7.08875 5.95264 4.59536 5.60132 8.37499 8.42479 2.84246 9.03264
Name939 Surname1 6.15872 4.39559 8.90208 5.42052 6.06237 2.59671 5.67631 4.20446
Name940 Surname2 5.82244 1.55817 5.75548 7.75653 5.57732 5.35541 8.9886 1.6509
Name941 Surname1 2.62749 9.46307 4.22437 5.50784 4.57138 4.55657 1.03276 5.52286
Name942 Surname2 7.7664 2.35419 6.73884 4.27426 1.83788 8.28264 8.35959 1.29541
Name943 Surname1 1.85222 5.74847 7.58934 8.68732 2.03605 7.57407 4.31365 8.84671
Name944 Surname2 8.82745 8.38891 3.03714 8.57717 8.57995 6.27605 1.14491 6.91202
Name945 Surname1 2.73236 1.68959 7.49746 1.32575 5.71984 1.22626 5.01968 6.75572
Name946 Surname2 9.12961 6.2742 8.69817 3.45225 9.9625 8.01946 4.58392 6.282
Name947 Surname1 7.57356 2.7397 5.78533 7.63434 5.29417 9.88398 7.1529 1.35755
Name948 Surname2 1.0253 2.67881 1.23704 6.32759 4.74037 2.74384 4.15662 1.01457
Name949 Surname1 8.13515 8.9302 9.96134 7.33755 9.45149 5.31145 4.45472 7.05574
Name950 Surname2 4.19168 3.77212 7.50671 9.08274 5.92567 2.07003 6.3581 7.9195
Name951 Surname1 1.42423 5.58442 7.39641 3.70565 4.60278 9.79681 6.70077 2.45682
Name952 Surname2 5.19883 3.65862 7.91228 1.59809 2.41114 3.19759 6.7098 7.92048
Name953 Surname1 7.73164 3.94412 4.10507 9.53897 6.96975 9.83266 7.58454 7.16809
Name954 Surname2 2.88582 6.41213 5.24878 5.06195 8.81691 6.2992 6.30994 1.16571
Name955 Surname1 3.27983 9.48033 8.30015 1.93766 9.66392 9.96489 7.16034 5.2528
Name956 Surname2 5.04516 6.73091 3.62114 4.81667 7.25254 5.71113 9.23941 2.33864
Name957 Surname1 2.32591 6.10109 5.51304 3.92675 7.72982 8.13834 9.77983 4.24116
Name958 Surname2 8.40326 2.44284 5.12253 5.60545 4.95597 4.01856 9.57465 9.95512
Name959 Surname1 2.78184 1.59818 7.58073 3.8768 2.10608 9.30978 9.15785 7.47782
Name960 Surname2 5.76083 1.97578 7.30624 8.25694 5.06406 6.44537 7.3198 2.11247
Name961 Surname1 3.84786 5.77153 6.42533 9.4539 7.21842 2.99557 4.76007 4.71348
Name962 Surname2 4.21137 3.26438 6.87921 3.83303 6.31434 9.2021 7.76144 8.58535
Name963 Surname1 3.73182 8.80578 3.90267 2.81357 5.41314 7.28279 9.55359 5.41572
Name964 Surname2 6.90813 7.07053 7.33491 5.62947 7.14337 6.54372 7.93511 5.92545
Name965 Surname1 9.8671 4.3852 4.31671 6.51462 3.98688 5.76931 8.89782 5.09913
Name966 Surname2 6.32372 2.61692 5.13334 7.84433 9.26896 3.72766 1.73075 8.9955
Name967 Surname1 3.36742 9.1566 6.16474 5.38847 8.30127 9.81332 7.6024 6.6822
Name968 Surname2 7.32158 7.68207 2.44404 9.03188 7.51178 8.11208 1.64375 8.06807
Name969 Surname1 2.9271 2.6879 5.18753 1.92777 9.22541 6.60288 9.92005 1.01308
Name970 Surname2 6.55335 6.39032 4.7023 5.38013 5.73376 5.7886 4.24182 3.51572
Name971 Surname1 1.9891 5.78667 4.0792 7.37767 2.02029 4.27216 4.00317 4.87577
Name972 Surname2 6.75533 8.0989 5.43579 6.08063 8.27816 1.77099 7.216 4.91548
Name973 Surname1 1.78126 3.09681 9.56705 9.76928 4.3357 3.69439 8.3107 9.95824
Name974 Surname2 1.67112 7.57004 1.76311 5.97463 9.40456 4.47413 2.71509 2.52193
Name975 Surname1 6.71268 1.23437 9.4642 4.72856 5.41179 8.2241 4.86088 9.70294
Name976 Surname2 8.26204 1.78546 8.87433 4.57681 1.64037 6.06791 2.34267 6.40604
Name977 Surname1 6.9539 6.85547 3.64582 4.97207 4.836 3.34005 9.83025 3.66334
Name978 Surname2 8.13418 4.28652 7.14164 3.04931 8.48658 8.85932 5.25976 8.3883
Name979 Surname1 3.88256 9.57121 9.30335 8.79018 9.26668 8.9598 3.72362 3.9152
Name980 Surname2 3.49037 6.7746 3.42038 7.5838 2.62507 7.83545 4.78058 3.57968
Name981 Surname1 5.13109 8.78584 5.77187 8.925 7.96275 9.84666 2.6063 9.79134
Name982 Surname2 8.72387 7.61333 6.5768 3.45721 6.42497 7.85792 5.04251 7.756
Name983 Surname1 8.62678 2.43837 2.12993 6.64246 7.33395 5.40453 2.94003 1.26848
Name984 Surname2 9.52268 8.22792 1.61129 7.78784 1.84516 7.18794 7.83789 9.99729
Name985 Surname1 8.13905 5.67272 3.01672 8.68038 2.96424 6.64093 8.29168 9.81767
Name986 Surname2 8.2937 6.31131 6.05539 5.26564 6.64819 3.67263 1.38713 6.86949
Name987 Surname1 6.33395 2.97639 2.04199 7.43521 8.44615 4.60599 5.68598 6.49329
Name988 Surname2 7.24881 2.94488 7.55925 8.24641 7.42273 2.65156 3.06899 2.61552
Name989 Surname1 7.93091 7.56146 1.74734 5.52967 6.8393 5.38264 6.05277 2.71301
Name990 Surname2 6.07286 4.42929 3.04363 1.84917 5.74941 1.18753 9.23455 1.77129
Name991 Surname1 6.13591 3.17157 1.63974 8.48181 9.55364 6.5299 1.66606 9.76797
Name992 Surname2 4.35833 3.49175 2.95209 7.0724 2.73348 6.9667 5.41203 3.17825
Name993 Surname1 8.02574 1.90882 4.56947 7.57122 8.59372 4.36837 5.64071 6.91167
Name994 Surname2 7.85222 9.76259 3.57377 1.14607 8.42593 6.07013 5.11519 7.08012
Name995 Surname1 8.87556 3.3358 1.10847 7.52915 3.06434 4.7182 9.5516 5.07484
Name996 Surname2 2.45369 3.28159 4.74372 2.69989 2.43059 5.76262 1.34082 2.74881
Name997 Surname1 3.2487 4.82062 4.4316 7.79047 1.47622 6.69861 7.23247 2.6941
Name998 Surname2 8.76741 6.86688 8.88058 9.21517 7.52193 1.69236 5.34672 9.19688
Name999 Surname1 2.73973 2.86561 5.41196 6.58745 1.70222 4.57932 3.70411 8.49982
Name1000 Surname2 4.54295 4.826 2.43853 5.01974 3.79238 2.87308 4.73879 7.81839
